Detailed image,Бренд,Category,Product code,Название,Артикул,Описание,Материал оправы,Форма оправы,Цвет линз,Цвет оправы,ProductCodeToFind,Existance,Diller price,Max price,Shop price,Recommend price,Existance for filters,Page title,Meta description,Meta keywords
"VER-00101/1.jpg#{[ru]:Очки для компьютера GUNNAR Vertex VER-00101, Onyx;}///VER-00101/2.jpg#{[ru]:Очки для компьютера GUNNAR Vertex VER-00101, Onyx;}///VER-00101/3.jpg#{[ru]:Очки для компьютера GUNNAR Vertex VER-00101, Onyx;}",Gunnar,Очки для геймеров///Gunnar,VER-00101,"Очки для компьютера GUNNAR Vertex VER-00101, Onyx",VER-00101,"Компьютерные очки GUNNAR VERTEX легкие и незаметные, оправа которых создает идеальную гармонию с вашими глазами, лицом и цифровым устройством. VERTEX сочетает современную моду и новые технические материалы, стиль и функциональность. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 53 мм
Длина дужки: 135 мм
Мостик носа: 17 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Широкие линзы создают панорамный обзор высокого разрешения. 
Механизм крепления дужек с помощью одного штифта не позволит дужкам раскрутиться. 
Изогнутые носовые упоры обеспечивают равномерное распределение веса, и исключат точки давления на нос. 
Полимерные материал оправы очень прочный и гибкий. 
A-Fit совместимость. ",пластик,прямоугольная,янтарный,черный,,20,3150,3990.00,3620,3620,20,"Купить Очки для компьютера GUNNAR Vertex VER-00101, Onyx(ver-00101) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Vertex VER-00101, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"VER-06701/1.jpg#{[ru]:Очки для компьютера GUNNAR Vertex VER-06701, Smoke;}///VER-06701/2.jpg#{[ru]:Очки для компьютера GUNNAR Vertex VER-06701, Smoke;}///VER-06701/3.jpg#{[ru]:Очки для компьютера GUNNAR Vertex VER-06701, Smoke;}",Gunnar,Очки для геймеров///Gunnar,VER-06701,"Очки для компьютера GUNNAR Vertex VER-06701, Smoke",VER-06701,"Компьютерные очки GUNNAR VERTEX легкие и незаметные, оправа которых создает идеальную гармонию с вашими глазами, лицом и цифровым устройством. VERTEX сочетает современную моду и новые технические материалы, стиль и функциональность. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 53 мм
Длина дужки: 135 мм
Мостик носа: 17 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Широкие линзы создают панорамный обзор высокого разрешения. 
Механизм крепления дужек с помощью одного штифта не позволит дужкам раскрутиться. 
Изогнутые носовые упоры обеспечивают равномерное распределение веса, и исключат точки давления на нос. 
Полимерные материал оправы очень прочный и гибкий. 
A-Fit совместимость. ",пластик,прямоугольная,янтарный,серый,,20,2750,3490.00,3160,3160,20,"Купить Очки для компьютера GUNNAR Vertex VER-06701, Smoke(ver-06701) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Vertex VER-06701, Smoke ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"VIN-00103/1.jpg#{[ru]:Очки для компьютера GUNNAR Vinyl Crystalline VIN-00103, Onyx;}///VIN-00103/2.jpg#{[ru]:Очки для компьютера GUNNAR Vinyl Crystalline VIN-00103, Onyx;}///VIN-00103/3.jpg#{[ru]:Очки для компьютера GUNNAR Vinyl Crystalline VIN-00103, Onyx;}",Gunnar,Очки для геймеров///Gunnar,VIN-00103,"Очки для компьютера GUNNAR Vinyl Crystalline VIN-00103, Onyx",VIN-00103,"Компьютерные очки GUNNAR Vinyl обладают универсальной оправой, которая подойдёт большинству людей. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 57 мм
Длина дужки: 135 мм
Мостик носа: 18 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Мягкий термопластичный каучук, нанесённый на дужки обеспечивает надлежащую посадку очков без проскальзывания. 
Алюминиево-магниевая конструкция оправы создает надлежащую прочность и стабильность благодарягибриду легкого металлического сплава. 
Скрытые пружинные петли согнуты в соответствии с эргономическимитребованиями формы головыи лица. 
Легкая конструкция оправы и надлежащий баланс веса являются гарантией долгого и комфортного ношения без точек давления. 
Микро-технические замки надежно удерживают линзы без излишнего напряжения или искажения оптики. 
Регулируемые плавающие носовые упоры подвижны в 3-х измерениях, чтобы максимально правильно расположить очки при ношении. ",металл,вайфарер,бесцветный,черный,,20,5910,7490.00,6790,6790,20,"Купить Очки для компьютера GUNNAR Vinyl Crystalline VIN-00103, Onyx(vin-00103) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Vinyl Crystalline VIN-00103, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"VIN-00101/1.jpg#{[ru]:Очки для компьютера GUNNAR Vinyl VIN-00101, Onyx;}///VIN-00101/2.jpg#{[ru]:Очки для компьютера GUNNAR Vinyl VIN-00101, Onyx;}///VIN-00101/3.jpg#{[ru]:Очки для компьютера GUNNAR Vinyl VIN-00101, Onyx;}",Gunnar,Очки для геймеров///Gunnar,VIN-00101,"Очки для компьютера GUNNAR Vinyl VIN-00101, Onyx",VIN-00101,"Компьютерные очки GUNNAR Vinyl обладают универсальной оправой, которая подойдёт большинству людей. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 57 мм
Длина дужки: 135 мм
Мостик носа: 18 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Мягкий термопластичный каучук, нанесённый на дужки обеспечивает надлежащую посадку очков без проскальзывания. 
Алюминиево-магниевая конструкция оправы создает надлежащую прочность и стабильность благодарягибриду легкого металлического сплава. 
Скрытые пружинные петли согнуты в соответствии с эргономическимитребованиями формы головыи лица. 
Легкая конструкция оправы и надлежащий баланс веса являются гарантией долгого и комфортного ношения без точек давления. 
Микро-технические замки надежно удерживают линзы без излишнего напряжения или искажения оптики. 
Регулируемые плавающие носовые упоры подвижны в 3-х измерениях, чтобы максимально правильно расположить очки при ношении. ",металл,вайфарер,янтарный,черный,,20,5910,7490.00,6790,6790,20,"Купить Очки для компьютера GUNNAR Vinyl VIN-00101, Onyx(vin-00101) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Vinyl VIN-00101, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"AXL-00111/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ AXL-00111, Onyx;}///AXL-00111/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ AXL-00111, Onyx;}///AXL-00111/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ AXL-00111, Onyx;}",Gunnar,Очки для геймеров///Gunnar,AXL-00111,"Солнцезащитные очки GUNNAR Circ AXL-00111, Onyx",AXL-00111,"Компьютерные очки GUNNAR Circ Axial обладают универсальной оправой, которая подойдёт большинству людей. Вы всегда находитесь в центре внимания, легко решая задачи стоящие перед вами. Находите время на личную и социальную жизнь, оставаясь лидером во всех проектах, которые запланировали. При этом сохраняете хладнокровие и завидную целеустремленность. Именно поэтому мы разработали для вас модель AXIAL. Для всех креативных людей и цифровых авантюристов, которые встречая свои ежедневные проблемы, решают их в стиле «рок-н-ролл». Уникальная технология дужек AXIAL создаст максимальный комфорт при ношении очков. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 51 мм
Длина дужки: 142 мм
Мостик носа: 22 мм
Вес: 35 гр.

О линзах GUNNAR Circ:
Линзы в очках GUNNAR Circ созданы по уникальной технологии. Линзы Circ предназначены для блокировки коротковолнового синего света, пропуская полезный длинноволновый свет, который повышает бодрость, улучшает память, улучшает настроение и помогает с циркадианными ритмами. Также данные линзы защищают ваши глаза от UV лучей на 100% 
Ключевые особенности: 
Полимерные материал оправы очень прочный и долговечный 
Широкие линзы создают панорамный обзор высокого разрешения 
Прочная специальная шарнирная конструкция крепления дужек 
Изогнутые носовые упоры обеспечивают равномерное распределение веса, и исключат точки давления на нос 
Запатентованный оттенок и материал линзы GUNNAR 
Блокируют вредный синий свет и 100 УФ-излучение 
Двустороннее антибликовое покрытие 
Специальное силиконовое твердое покрытие защищает от царапин ",пластик,вайфарер,синий,черный,,20,3150,3990.00,3620,3620,20,"Купить Солнцезащитные очки GUNNAR Circ AXL-00111, Onyx(axl-00111) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Circ AXL-00111, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ENI-00111/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ ENI-00111, Onyx;}///ENI-00111/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ ENI-00111, Onyx;}///ENI-00111/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ ENI-00111, Onyx;}",Gunnar,Очки для геймеров///Gunnar,ENI-00111,"Солнцезащитные очки GUNNAR Circ ENI-00111, Onyx",ENI-00111,"Компьютерные очки GUNNAR Circ Enigma спроектированы в наилучших традициях очков. Очки для компьютера Enigmа придутся по вкусу даже самым требовательным покупателям. Шарнирный механизм крепления дужек делает очки прочными. Умеренно широкие линзы создают комфортное панорамное поле обзора. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 57 мм
Длина дужки: 132 мм
Мостик носа: 19 мм
Вес: 35 гр.

О линзах GUNNAR Circ:
Линзы в очках GUNNAR Circ созданы по уникальной технологии. Линзы Circ предназначены для блокировки коротковолнового синего света, пропуская полезный длинноволновый свет, который повышает бодрость, улучшает память, улучшает настроение и помогает с циркадианными ритмами. Также данные линзы защищают ваши глаза от UV лучей на 100% 
Ключевые особенности: 
Широкие линзы создают комфортное панорамное поле обзора высокого разрешения. 
Плавные линии оправы у носа и сбалансировано-распределенный вес гарантируют комфорт при длительном ношении без точек давления на переносицу и усталости глаз. 
Качественные материалы наравне с использованием современных элементов и механизмом крепления создают невероятную прочность очков. 
Блокируют вредный синий свет и 100 УФ-излучение ",пластик,прямоугольная,синий,черный,,20,3150,3990.00,3620,3620,20,"Купить Солнцезащитные очки GUNNAR Circ ENI-00111, Onyx(eni-00111) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Circ ENI-00111, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"INT-00111/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ INT-00111, Onyx;}///INT-00111/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ INT-00111, Onyx;}///INT-00111/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ INT-00111, Onyx;}",Gunnar,Очки для геймеров///Gunnar,INT-00111,"Солнцезащитные очки GUNNAR Circ INT-00111, Onyx",INT-00111,"Компьютерные очки GUNNAR Circ Intercept обладают универсальной оправой, которая подойдёт большинству людей. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 59 мм
Длина дужки: 132 мм
Мостик носа: 18 мм
Вес: 35 гр.

О линзах GUNNAR Circ:
Линзы в очках GUNNAR Circ созданы по уникальной технологии. Линзы Circ предназначены для блокировки коротковолнового синего света, пропуская полезный длинноволновый свет, который повышает бодрость, улучшает память, улучшает настроение и помогает с циркадианными ритмами. Также данные линзы защищают ваши глаза от UV лучей на 100% ",пластик,вайфарер,синий,черный,,20,3620,4590.00,4160,4160,20,"Купить Солнцезащитные очки GUNNAR Circ INT-00111, Onyx(int-00111) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Circ INT-00111, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"VAL-00111/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ VAL-00111, Onyx;}///VAL-00111/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ VAL-00111, Onyx;}///VAL-00111/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Circ VAL-00111, Onyx;}",Gunnar,Очки для геймеров///Gunnar,VAL-00111,"Солнцезащитные очки GUNNAR Circ VAL-00111, Onyx",VAL-00111,"Стиль и функциональность очков GUNNAR Circ идеально сочетаются в дизайне VALVE. Очки для геймеров GUNNAR Circ VALVE созданы, чтобы дать бойцам виртуального пространства дополнительный скилл в борьбе с темными силами. Четкие линии оправы VALVE и широкие линзы дадут понять врагу, что этот воин всегда побеждает. Уникальная технология дужек VALVE создаст максимальный комфорт при ношении очков. Чтобы постоянно побеждать, нужно просто поменять отношение и взгляд на противника. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 58 мм
Длина дужки: 135 мм
Мостик носа: 17 мм
Вес: 35 гр.

О линзах GUNNAR Circ:
Линзы в очках GUNNAR Circ созданы по уникальной технологии. Линзы Circ предназначены для блокировки коротковолнового синего света, пропуская полезный длинноволновый свет, который повышает бодрость, улучшает память, улучшает настроение и помогает с циркадианными ритмами. Также данные линзы защищают ваши глаза от UV лучей на 100% 
Ключевые особенности: 
Полимерные материал оправы очень прочный и долговечный. 
Широкие линзы создают панорамный обзор высокого разрешения. 
Прочная специальная шарнирная конструкция крепления дужек. 
Изогнутые носовые упоры обеспечивают равномерное распределение веса, и исключат точки давления на нос. 
Запатентованный оттенок и материал линзы GUNNAR. 
Блокируют вредный синий свет и 100 УФ-излучение. 
Двустороннее антибликовое покрытие. 
Специальное силиконовое твердое покрытие защищает от царапин. ",пластик,прямоугольная,синий,черный,,20,3150,3990.00,3620,3620,20,"Купить Солнцезащитные очки GUNNAR Circ VAL-00111, Onyx(val-00111) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Circ VAL-00111, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"INT-00107/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept INT-00107, Onyx;}///INT-00107/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept INT-00107, Onyx;}///INT-00107/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept INT-00107, Onyx;}",Gunnar,Очки для геймеров///Gunnar,INT-00107,"Солнцезащитные очки GUNNAR Intercept INT-00107, Onyx",INT-00107,"Очки GUNNAR Intercept- это больше, чем солнцезащитные очки. С этими очками вы легко можете пользоваться своими планшетами и телефонами при ярком солнце, даже блики не помешают вам видеть информацию на дисплее. Также очки очень эффективны при использовании во время вождения автомобилем в светлое время суток при ярком солнце. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 59 мм
Длина дужки: 132 мм
Мостик носа: 18 мм
Вес: 35 гр.

Ключевые особенности: 
Широкие линзы создают панорамный обзор высокого разрешения 
Механизм крепления дужек с помощью одного штифта не позволит дужкам раскрутиться 
Изогнутые носовые упоры обеспечивают равномерное распределение веса, и исключат точки давления на нос 
Полимерные материал оправы очень прочный и гибкий ",пластик,вайфарер,серый,черный,,20,3150,3990.00,3620,3620,20,"Купить Солнцезащитные очки GUNNAR Intercept INT-00107, Onyx(int-00107) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Intercept INT-00107, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"INT-06207z/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept INT-06207, Ink;}///INT-06207z/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept INT-06207, Ink;}///INT-06207z/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept INT-06207, Ink;}",Gunnar,Очки для геймеров///Gunnar,INT-06207z,"Солнцезащитные очки GUNNAR Intercept INT-06207, Ink",INT-06207z,"Очки GUNNAR Intercept- это больше, чем солнцезащитные очки. С этими очками вы легко можете пользоваться своими планшетами и телефонами при ярком солнце, даже блики не помешают вам видеть информацию на дисплее. Также очки очень эффективны при использовании во время вождения автомобилем в светлое время суток при ярком солнце. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 59 мм
Длина дужки: 132 мм
Мостик носа: 18 мм
Вес: 35 гр.

Ключевые особенности: 
Широкие линзы создают панорамный обзор высокого разрешения 
Механизм крепления дужек с помощью одного штифта не позволит дужкам раскрутиться 
Изогнутые носовые упоры обеспечивают равномерное распределение веса, и исключат точки давления на нос 
Полимерные материал оправы очень прочный и гибкий ",пластик,вайфарер,серый,фиолетовый,,20,3150,3990.00,3620,3620,20,"Купить Солнцезащитные очки GUNNAR Intercept INT-06207, Ink(int-06207z) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Intercept INT-06207, Ink ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"INT-06607z/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept NT-06607, Ghost;}///INT-06607z/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept NT-06607, Ghost;}///INT-06607z/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Intercept NT-06607, Ghost;}",Gunnar,Очки для геймеров///Gunnar,INT-06607z,"Солнцезащитные очки GUNNAR Intercept NT-06607, Ghost",INT-06607z,"Очки GUNNAR Intercept- это больше, чем солнцезащитные очки. С этими очками вы легко можете пользоваться своими планшетами и телефонами при ярком солнце, даже блики не помешают вам видеть информацию на дисплее. Также очки очень эффективны при использовании во время вождения автомобилем в светлое время суток при ярком солнце. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 59 мм
Длина дужки: 132 мм
Мостик носа: 18 мм
Вес: 35 гр.

Ключевые особенности: 
Широкие линзы создают панорамный обзор высокого разрешения 
Механизм крепления дужек с помощью одного штифта не позволит дужкам раскрутиться 
Изогнутые носовые упоры обеспечивают равномерное распределение веса, и исключат точки давления на нос 
Полимерные материал оправы очень прочный и гибкий ",пластик,вайфарер,серый,белый,,20,3150,3990.00,3620,3620,20,"Купить Солнцезащитные очки GUNNAR Intercept NT-06607, Ghost(int-06607z) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Intercept NT-06607, Ghost ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZR-30004/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Razer Cerberus Grey, Onyx;}///RZR-30004/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Razer Cerberus Grey, Onyx;}///RZR-30004/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Razer Cerberus Grey, Onyx;}",Gunnar,Очки для геймеров///Gunnar,RZR-30004,"Солнцезащитные очки GUNNAR Razer Cerberus Grey, Onyx",RZR-30004,"Очки CERBERUS созданы из лучших материалов, которые существуют. Игровые очки Cerberus Designed by Razer удачно сочетают в себе классический стиль передней части оправы с современным принтом на дужках. Дужки очков сделаны из магниево-алюминиевого сплава с прорезиненными вставками, что делает оправу одновременно эргономичной при ношении и надежной в использовании. Добавим уникальную технологию линз I-AMP, и получим идеальную вещь для повышения вашей зрительной производительности. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 58 мм
Длина дужки: 137 мм
Мостик носа: 18 мм
Вес: 35 гр.

Ключевые особенности: 
Надежная прочность оправы обеспечивается используемым материалом, а именно магниево-алюминиевым сплавом; 
Гибкие силиконовые носовые упоры позволяют подогнать оправу под себя; 
Дужки с возможностью внешнего люфта обеспечивают комфортную посадку очков людям с разными типами лиц; 
Прорезиненные дужки будут надежно удерживать очки на голове, и не будут спадать во время использования; 
Плавные линии оправы у носа и сбалансировано-распределенный вес гарантируют комфорт при длительном ношении без точек давления на переносицу и усталости глаз; 
Микрофиксаторы надежно удерживают линзы, не создавая давления или искажения оптики; 
Широкие линзы создадут комфортное панорамное поле обзора высокого разрешения. ",металл,спортивная,серый,черный,,20,6310,7990.00,7250,7250,20,"Купить Солнцезащитные очки GUNNAR Razer Cerberus Grey, Onyx(rzr-30004) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Razer Cerberus Grey, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZR-30002/1.jpg#{[ru]:Солнцезащитные очки GUNNAR Razer RPG Grey, Onyx;}///RZR-30002/2.jpg#{[ru]:Солнцезащитные очки GUNNAR Razer RPG Grey, Onyx;}///RZR-30002/3.jpg#{[ru]:Солнцезащитные очки GUNNAR Razer RPG Grey, Onyx;}",Gunnar,Очки для геймеров///Gunnar,RZR-30002,"Солнцезащитные очки GUNNAR Razer RPG Grey, Onyx",RZR-30002,"RPG Designed by Razer –это совершенные игровые очки. Дужки очков сделаны двойными как рельсы, и крепятся уникальным 4-х точечным шарнирным механизмом сгибания/разгибания. RPG Designed by Razer идеально смотрятся и обеспечивают широкое поле обзора, что подходит для игр и работы. Добавим эргономично настраиваемые носовые упоры в сочетании с облегченным магниево-алюминиевым сплавом оправы, и получим идеальную защиту глаз геймера. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 61 мм
Длина дужки: 120 мм
Мостик носа: 18 мм
Вес: 35 гр.

Ключевые особенности: 
Надежная прочность оправы обеспечивается используемым материалом, а именно магниево-алюминиевым сплавом 
Гибкие силиконовые носовые упоры позволяют подогнать оправу под себя 
Дужки с возможностью внешнего люфта обеспечивают комфортную посадку очков людям с разными типами лиц 
Прорезиненные дужки будут надежно удерживать очки на голове, и не будут спадать во время использования 
Плавные линии оправы у носа и сбалансировано-распределенный вес гарантируют комфорт при длительном ношении без точек давления на переносицу и усталости глаз 
Микрофиксаторы надежно удерживают линзы, не создавая давления или искажения оптики 
Продуманный четырёхточечный шарнирный механизм обеспечивает долговечность соединения фронтальной части с дужками 
Широкие линзы создадут комфортное панорамное поле обзора высокого разрешения ",металл,вайфарер,серый,черный,,20,6310,7990.00,7250,7250,20,"Купить Солнцезащитные очки GUNNAR Razer RPG Grey, Onyx(rzr-30002) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Солнцезащитные очки GUNNAR Razer RPG Grey, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
